profile,apid_hex,type,seq,len_total,mic,sent_bytes
CFDP_META,0x0B3,TC,282,144,,144
HK_TLM_TINY,0x07F,TM,282,70,,70
CFDP_META,0x0B3,TC,283,144,,144
HK_TLM_TINY,0x07F,TM,283,70,,70
CFDP_META,0x0B3,TC,284,144,,144
HK_TLM_TINY,0x07F,TM,284,70,,70
CFDP_META,0x0B3,TC,285,144,,144
HK_TLM_TINY,0x07F,TM,285,70,,70
CFDP_META,0x0B3,TC,286,144,,144
HK_TLM_TINY,0x07F,TM,286,70,,70
CFDP_META,0x0B3,TC,287,144,,144
HK_TLM_TINY,0x07F,TM,287,70,,70
CFDP_META,0x0B3,TC,288,144,,144
HK_TLM_TINY,0x07F,TM,288,70,,70
CFDP_META,0x0B3,TC,289,144,,144
HK_TLM_TINY,0x07F,TM,289,70,,70
CFDP_META,0x0B3,TC,290,144,,144
HK_TLM_TINY,0x07F,TM,290,70,,70
CFDP_META,0x0B3,TC,291,144,,144
HK_TLM_TINY,0x07F,TM,291,70,,70
CFDP_META,0x0B3,TC,292,144,,144
HK_TLM_TINY,0x07F,TM,292,70,,70
CFDP_META,0x0B3,TC,293,144,,144
HK_TLM_TINY,0x07F,TM,293,70,,70
CFDP_META,0x0B3,TC,294,144,,144
HK_TLM_TINY,0x07F,TM,294,70,,70
CFDP_META,0x0B3,TC,295,144,,144
HK_TLM_TINY,0x07F,TM,295,70,,70
CFDP_META,0x0B3,TC,296,144,,144
HK_TLM_TINY,0x07F,TM,296,70,,70
CFDP_META,0x0B3,TC,297,144,,144
HK_TLM_TINY,0x07F,TM,297,70,,70
CFDP_META,0x0B3,TC,298,144,,144
HK_TLM_TINY,0x07F,TM,298,70,,70
CFDP_META,0x0B3,TC,299,144,,144
HK_TLM_TINY,0x07F,TM,299,70,,70
CFDP_META,0x0B3,TC,300,144,,144
HK_TLM_TINY,0x07F,TM,300,70,,70
CFDP_META,0x0B3,TC,301,144,,144
HK_TLM_TINY,0x07F,TM,301,70,,70
CFDP_META,0x0B3,TC,302,144,,144
HK_TLM_TINY,0x07F,TM,302,70,,70
CFDP_META,0x0B3,TC,303,144,,144
HK_TLM_TINY,0x07F,TM,303,70,,70
CFDP_META,0x0B3,TC,304,144,,144
HK_TLM_TINY,0x07F,TM,304,70,,70
CFDP_META,0x0B3,TC,305,144,,144
HK_TLM_TINY,0x07F,TM,305,70,,70
CFDP_META,0x0B3,TC,306,144,,144
HK_TLM_TINY,0x07F,TM,306,70,,70
CFDP_META,0x0B3,TC,307,144,,144
HK_TLM_TINY,0x07F,TM,307,70,,70
CFDP_META,0x0B3,TC,308,144,,144
HK_TLM_TINY,0x07F,TM,308,70,,70
CFDP_META,0x0B3,TC,309,144,,144
HK_TLM_TINY,0x07F,TM,309,70,,70
CFDP_META,0x0B3,TC,310,144,,144
HK_TLM_TINY,0x07F,TM,310,70,,70
CFDP_META,0x0B3,TC,311,144,,144
HK_TLM_TINY,0x07F,TM,311,70,,70
CFDP_META,0x0B3,TC,312,144,,144
HK_TLM_TINY,0x07F,TM,312,70,,70
CFDP_META,0x0B3,TC,313,144,,144
HK_TLM_TINY,0x07F,TM,313,70,,70
CFDP_META,0x0B3,TC,314,144,,144
HK_TLM_TINY,0x07F,TM,314,70,,70
CFDP_META,0x0B3,TC,315,144,,144
HK_TLM_TINY,0x07F,TM,315,70,,70
CFDP_META,0x0B3,TC,316,144,,144
HK_TLM_TINY,0x07F,TM,316,70,,70
CFDP_META,0x0B3,TC,317,144,,144
HK_TLM_TINY,0x07F,TM,317,70,,70
CFDP_META,0x0B3,TC,318,144,,144
HK_TLM_TINY,0x07F,TM,318,70,,70
CFDP_META,0x0B3,TC,319,144,,144
HK_TLM_TINY,0x07F,TM,319,70,,70
CFDP_META,0x0B3,TC,320,144,,144
HK_TLM_TINY,0x07F,TM,320,70,,70
CFDP_META,0x0B3,TC,321,144,,144
HK_TLM_TINY,0x07F,TM,321,70,,70
CFDP_META,0x0B3,TC,322,144,,144
HK_TLM_TINY,0x07F,TM,322,70,,70
CFDP_META,0x0B3,TC,323,144,,144
HK_TLM_TINY,0x07F,TM,323,70,,70
CFDP_META,0x0B3,TC,324,144,,144
HK_TLM_TINY,0x07F,TM,324,70,,70
CFDP_META,0x0B3,TC,325,144,,144
HK_TLM_TINY,0x07F,TM,325,70,,70
CFDP_META,0x0B3,TC,326,144,,144
HK_TLM_TINY,0x07F,TM,326,70,,70
CFDP_META,0x0B3,TC,327,144,,144
HK_TLM_TINY,0x07F,TM,327,70,,70
CFDP_META,0x0B3,TC,328,144,,144
HK_TLM_TINY,0x07F,TM,328,70,,70
CFDP_META,0x0B3,TC,329,144,,144
HK_TLM_TINY,0x07F,TM,329,70,,70
CFDP_META,0x0B3,TC,330,144,,144
HK_TLM_TINY,0x07F,TM,330,70,,70
CFDP_META,0x0B3,TC,331,144,,144
HK_TLM_TINY,0x07F,TM,331,70,,70
CFDP_META,0x0B3,TC,332,144,,144
HK_TLM_TINY,0x07F,TM,332,70,,70
CFDP_META,0x0B3,TC,333,144,,144
HK_TLM_TINY,0x07F,TM,333,70,,70
CFDP_META,0x0B3,TC,334,144,,144
HK_TLM_TINY,0x07F,TM,334,70,,70
CFDP_META,0x0B3,TC,335,144,,144
HK_TLM_TINY,0x07F,TM,335,70,,70
CFDP_META,0x0B3,TC,336,144,,144
HK_TLM_TINY,0x07F,TM,336,70,,70
CFDP_META,0x0B3,TC,337,144,,144
HK_TLM_TINY,0x07F,TM,337,70,,70
CFDP_META,0x0B3,TC,338,144,,144
HK_TLM_TINY,0x07F,TM,338,70,,70
CFDP_META,0x0B3,TC,339,144,,144
HK_TLM_TINY,0x07F,TM,339,70,,70
CFDP_META,0x0B3,TC,340,144,,144
HK_TLM_TINY,0x07F,TM,340,70,,70
CFDP_META,0x0B3,TC,341,144,,144
HK_TLM_TINY,0x07F,TM,341,70,,70
CFDP_META,0x0B3,TC,342,144,,144
HK_TLM_TINY,0x07F,TM,342,70,,70
CFDP_META,0x0B3,TC,343,144,,144
HK_TLM_TINY,0x07F,TM,343,70,,70
CFDP_META,0x0B3,TC,344,144,,144
HK_TLM_TINY,0x07F,TM,344,70,,70
CFDP_META,0x0B3,TC,345,144,,144
HK_TLM_TINY,0x07F,TM,345,70,,70
CFDP_META,0x0B3,TC,346,144,,144
HK_TLM_TINY,0x07F,TM,346,70,,70
CFDP_META,0x0B3,TC,347,144,,144
HK_TLM_TINY,0x07F,TM,347,70,,70
CFDP_META,0x0B3,TC,348,144,,144
HK_TLM_TINY,0x07F,TM,348,70,,70
CFDP_META,0x0B3,TC,349,144,,144
HK_TLM_TINY,0x07F,TM,349,70,,70
CFDP_META,0x0B3,TC,350,144,,144
HK_TLM_TINY,0x07F,TM,350,70,,70
CFDP_META,0x0B3,TC,351,144,,144
HK_TLM_TINY,0x07F,TM,351,70,,70
CFDP_META,0x0B3,TC,352,144,,144
HK_TLM_TINY,0x07F,TM,352,70,,70
CFDP_META,0x0B3,TC,353,144,,144
HK_TLM_TINY,0x07F,TM,353,70,,70
CFDP_META,0x0B3,TC,354,144,,144
HK_TLM_TINY,0x07F,TM,354,70,,70
CFDP_META,0x0B3,TC,355,144,,144
HK_TLM_TINY,0x07F,TM,355,70,,70
CFDP_META,0x0B3,TC,356,144,,144
HK_TLM_TINY,0x07F,TM,356,70,,70
CFDP_META,0x0B3,TC,357,144,,144
HK_TLM_TINY,0x07F,TM,357,70,,70
CFDP_META,0x0B3,TC,358,144,,144
HK_TLM_TINY,0x07F,TM,358,70,,70
CFDP_META,0x0B3,TC,359,144,,144
HK_TLM_TINY,0x07F,TM,359,70,,70
CFDP_META,0x0B3,TC,360,144,,144
HK_TLM_TINY,0x07F,TM,360,70,,70
CFDP_META,0x0B3,TC,361,144,,144
HK_TLM_TINY,0x07F,TM,361,70,,70
CFDP_META,0x0B3,TC,362,144,,144
HK_TLM_TINY,0x07F,TM,362,70,,70
CFDP_META,0x0B3,TC,363,144,,144
HK_TLM_TINY,0x07F,TM,363,70,,70
CFDP_META,0x0B3,TC,364,144,,144
HK_TLM_TINY,0x07F,TM,364,70,,70
CFDP_META,0x0B3,TC,365,144,,144
HK_TLM_TINY,0x07F,TM,365,70,,70
CFDP_META,0x0B3,TC,366,144,,144
HK_TLM_TINY,0x07F,TM,366,70,,70
CFDP_META,0x0B3,TC,367,144,,144
HK_TLM_TINY,0x07F,TM,367,70,,70
CFDP_META,0x0B3,TC,368,144,,144
HK_TLM_TINY,0x07F,TM,368,70,,70
CFDP_META,0x0B3,TC,369,144,,144
HK_TLM_TINY,0x07F,TM,369,70,,70
CFDP_META,0x0B3,TC,370,144,,144
HK_TLM_TINY,0x07F,TM,370,70,,70
CFDP_META,0x0B3,TC,371,144,,144
HK_TLM_TINY,0x07F,TM,371,70,,70
CFDP_META,0x0B3,TC,372,144,,144
HK_TLM_TINY,0x07F,TM,372,70,,70
CFDP_META,0x0B3,TC,373,144,,144
HK_TLM_TINY,0x07F,TM,373,70,,70
CFDP_META,0x0B3,TC,374,144,,144
HK_TLM_TINY,0x07F,TM,374,70,,70
CFDP_META,0x0B3,TC,375,144,,144
HK_TLM_TINY,0x07F,TM,375,70,,70
CFDP_META,0x0B3,TC,376,144,,144
HK_TLM_TINY,0x07F,TM,376,70,,70
CFDP_META,0x0B3,TC,377,144,,144
HK_TLM_TINY,0x07F,TM,377,70,,70
CFDP_META,0x0B3,TC,378,144,,144
HK_TLM_TINY,0x07F,TM,378,70,,70
CFDP_META,0x0B3,TC,379,144,,144
HK_TLM_TINY,0x07F,TM,379,70,,70
CFDP_META,0x0B3,TC,380,144,,144
HK_TLM_TINY,0x07F,TM,380,70,,70
CFDP_META,0x0B3,TC,381,144,,144
HK_TLM_TINY,0x07F,TM,381,70,,70
CFDP_META,0x0B3,TC,382,144,,144
HK_TLM_TINY,0x07F,TM,382,70,,70
CFDP_META,0x0B3,TC,383,144,,144
HK_TLM_TINY,0x07F,TM,383,70,,70
CFDP_META,0x0B3,TC,384,144,,144
HK_TLM_TINY,0x07F,TM,384,70,,70
CFDP_META,0x0B3,TC,385,144,,144
HK_TLM_TINY,0x07F,TM,385,70,,70
CFDP_META,0x0B3,TC,386,144,,144
HK_TLM_TINY,0x07F,TM,386,70,,70
CFDP_META,0x0B3,TC,387,144,,144
HK_TLM_TINY,0x07F,TM,387,70,,70
CFDP_META,0x0B3,TC,388,144,,144
HK_TLM_TINY,0x07F,TM,388,70,,70
CFDP_META,0x0B3,TC,389,144,,144
HK_TLM_TINY,0x07F,TM,389,70,,70
CFDP_META,0x0B3,TC,390,144,,144
HK_TLM_TINY,0x07F,TM,390,70,,70
CFDP_META,0x0B3,TC,391,144,,144
HK_TLM_TINY,0x07F,TM,391,70,,70
CFDP_META,0x0B3,TC,392,144,,144
HK_TLM_TINY,0x07F,TM,392,70,,70
CFDP_META,0x0B3,TC,393,144,,144
HK_TLM_TINY,0x07F,TM,393,70,,70
CFDP_META,0x0B3,TC,394,144,,144
HK_TLM_TINY,0x07F,TM,394,70,,70
CFDP_META,0x0B3,TC,395,144,,144
HK_TLM_TINY,0x07F,TM,395,70,,70
CFDP_META,0x0B3,TC,396,144,,144
HK_TLM_TINY,0x07F,TM,396,70,,70
CFDP_META,0x0B3,TC,397,144,,144
HK_TLM_TINY,0x07F,TM,397,70,,70
CFDP_META,0x0B3,TC,398,144,,144
HK_TLM_TINY,0x07F,TM,398,70,,70
CFDP_META,0x0B3,TC,399,144,,144
HK_TLM_TINY,0x07F,TM,399,70,,70
CFDP_META,0x0B3,TC,400,144,,144
HK_TLM_TINY,0x07F,TM,400,70,,70
CFDP_META,0x0B3,TC,401,144,,144
HK_TLM_TINY,0x07F,TM,401,70,,70
CFDP_META,0x0B3,TC,402,144,,144
HK_TLM_TINY,0x07F,TM,402,70,,70
CFDP_META,0x0B3,TC,403,144,,144
HK_TLM_TINY,0x07F,TM,403,70,,70
CFDP_META,0x0B3,TC,404,144,,144
HK_TLM_TINY,0x07F,TM,404,70,,70
CFDP_META,0x0B3,TC,405,144,,144
HK_TLM_TINY,0x07F,TM,405,70,,70
CFDP_META,0x0B3,TC,406,144,,144
HK_TLM_TINY,0x07F,TM,406,70,,70
CFDP_META,0x0B3,TC,407,144,,144
HK_TLM_TINY,0x07F,TM,407,70,,70
CFDP_META,0x0B3,TC,408,144,,144
HK_TLM_TINY,0x07F,TM,408,70,,70
CFDP_META,0x0B3,TC,409,144,,144
HK_TLM_TINY,0x07F,TM,409,70,,70
CFDP_META,0x0B3,TC,410,144,,144
HK_TLM_TINY,0x07F,TM,410,70,,70
CFDP_META,0x0B3,TC,411,144,,144
HK_TLM_TINY,0x07F,TM,411,70,,70
CFDP_META,0x0B3,TC,412,144,,144
HK_TLM_TINY,0x07F,TM,412,70,,70
CFDP_META,0x0B3,TC,413,144,,144
HK_TLM_TINY,0x07F,TM,413,70,,70
CFDP_META,0x0B3,TC,414,144,,144
HK_TLM_TINY,0x07F,TM,414,70,,70
CFDP_META,0x0B3,TC,415,144,,144
HK_TLM_TINY,0x07F,TM,415,70,,70
CFDP_META,0x0B3,TC,416,144,,144
HK_TLM_TINY,0x07F,TM,416,70,,70
CFDP_META,0x0B3,TC,417,144,,144
HK_TLM_TINY,0x07F,TM,417,70,,70
CFDP_META,0x0B3,TC,418,144,,144
HK_TLM_TINY,0x07F,TM,418,70,,70
CFDP_META,0x0B3,TC,419,144,,144
HK_TLM_TINY,0x07F,TM,419,70,,70
CFDP_META,0x0B3,TC,420,144,,144
HK_TLM_TINY,0x07F,TM,420,70,,70
CFDP_META,0x0B3,TC,421,144,,144
HK_TLM_TINY,0x07F,TM,421,70,,70
CFDP_META,0x0B3,TC,422,144,,144
HK_TLM_TINY,0x07F,TM,422,70,,70
CFDP_META,0x0B3,TC,423,144,,144
HK_TLM_TINY,0x07F,TM,423,70,,70
CFDP_META,0x0B3,TC,424,144,,144
HK_TLM_TINY,0x07F,TM,424,70,,70
CFDP_META,0x0B3,TC,425,144,,144
HK_TLM_TINY,0x07F,TM,425,70,,70
CFDP_META,0x0B3,TC,426,144,,144
HK_TLM_TINY,0x07F,TM,426,70,,70
CFDP_META,0x0B3,TC,427,144,,144
HK_TLM_TINY,0x07F,TM,427,70,,70
CFDP_META,0x0B3,TC,428,144,,144
HK_TLM_TINY,0x07F,TM,428,70,,70
CFDP_META,0x0B3,TC,429,144,,144
HK_TLM_TINY,0x07F,TM,429,70,,70
CFDP_META,0x0B3,TC,430,144,,144
HK_TLM_TINY,0x07F,TM,430,70,,70
CFDP_META,0x0B3,TC,431,144,,144
HK_TLM_TINY,0x07F,TM,431,70,,70
CFDP_META,0x0B3,TC,432,144,,144
HK_TLM_TINY,0x07F,TM,432,70,,70
CFDP_META,0x0B3,TC,433,144,,144
HK_TLM_TINY,0x07F,TM,433,70,,70
CFDP_META,0x0B3,TC,434,144,,144
HK_TLM_TINY,0x07F,TM,434,70,,70
CFDP_META,0x0B3,TC,435,144,,144
HK_TLM_TINY,0x07F,TM,435,70,,70
CFDP_META,0x0B3,TC,436,144,,144
HK_TLM_TINY,0x07F,TM,436,70,,70
CFDP_META,0x0B3,TC,437,144,,144
HK_TLM_TINY,0x07F,TM,437,70,,70
CFDP_META,0x0B3,TC,438,144,,144
HK_TLM_TINY,0x07F,TM,438,70,,70
CFDP_META,0x0B3,TC,439,144,,144
HK_TLM_TINY,0x07F,TM,439,70,,70
CFDP_META,0x0B3,TC,440,144,,144
HK_TLM_TINY,0x07F,TM,440,70,,70
CFDP_META,0x0B3,TC,441,144,,144
HK_TLM_TINY,0x07F,TM,441,70,,70
CFDP_META,0x0B3,TC,442,144,,144
HK_TLM_TINY,0x07F,TM,442,70,,70
CFDP_META,0x0B3,TC,443,144,,144
HK_TLM_TINY,0x07F,TM,443,70,,70
CFDP_META,0x0B3,TC,444,144,,144
HK_TLM_TINY,0x07F,TM,444,70,,70
CFDP_META,0x0B3,TC,445,144,,144
HK_TLM_TINY,0x07F,TM,445,70,,70
CFDP_META,0x0B3,TC,446,144,,144
HK_TLM_TINY,0x07F,TM,446,70,,70
CFDP_META,0x0B3,TC,447,144,,144
HK_TLM_TINY,0x07F,TM,447,70,,70
CFDP_META,0x0B3,TC,448,144,,144
HK_TLM_TINY,0x07F,TM,448,70,,70
CFDP_META,0x0B3,TC,449,144,,144
HK_TLM_TINY,0x07F,TM,449,70,,70
CFDP_META,0x0B3,TC,450,144,,144
HK_TLM_TINY,0x07F,TM,450,70,,70
CFDP_META,0x0B3,TC,451,144,,144
HK_TLM_TINY,0x07F,TM,451,70,,70
CFDP_META,0x0B3,TC,452,144,,144
HK_TLM_TINY,0x07F,TM,452,70,,70
CFDP_META,0x0B3,TC,453,144,,144
HK_TLM_TINY,0x07F,TM,453,70,,70
CFDP_META,0x0B3,TC,454,144,,144
HK_TLM_TINY,0x07F,TM,454,70,,70
CFDP_META,0x0B3,TC,455,144,,144
HK_TLM_TINY,0x07F,TM,455,70,,70
CFDP_META,0x0B3,TC,456,144,,144
HK_TLM_TINY,0x07F,TM,456,70,,70
CFDP_META,0x0B3,TC,457,144,,144
HK_TLM_TINY,0x07F,TM,457,70,,70
CFDP_META,0x0B3,TC,458,144,,144
HK_TLM_TINY,0x07F,TM,458,70,,70
CFDP_META,0x0B3,TC,459,144,,144
HK_TLM_TINY,0x07F,TM,459,70,,70
CFDP_META,0x0B3,TC,460,144,,144
HK_TLM_TINY,0x07F,TM,460,70,,70
CFDP_META,0x0B3,TC,461,144,,144
HK_TLM_TINY,0x07F,TM,461,70,,70
CFDP_META,0x0B3,TC,462,144,,144
HK_TLM_TINY,0x07F,TM,462,70,,70
CFDP_META,0x0B3,TC,463,144,,144
HK_TLM_TINY,0x07F,TM,463,70,,70
CFDP_META,0x0B3,TC,464,144,,144
HK_TLM_TINY,0x07F,TM,464,70,,70
CFDP_META,0x0B3,TC,465,144,,144
HK_TLM_TINY,0x07F,TM,465,70,,70
CFDP_META,0x0B3,TC,466,144,,144
HK_TLM_TINY,0x07F,TM,466,70,,70
CFDP_META,0x0B3,TC,467,144,,144
HK_TLM_TINY,0x07F,TM,467,70,,70
CFDP_META,0x0B3,TC,468,144,,144
HK_TLM_TINY,0x07F,TM,468,70,,70
CFDP_META,0x0B3,TC,469,144,,144
HK_TLM_TINY,0x07F,TM,469,70,,70
CFDP_META,0x0B3,TC,470,144,,144
HK_TLM_TINY,0x07F,TM,470,70,,70
CFDP_META,0x0B3,TC,471,144,,144
HK_TLM_TINY,0x07F,TM,471,70,,70
CFDP_META,0x0B3,TC,472,144,,144
HK_TLM_TINY,0x07F,TM,472,70,,70
CFDP_META,0x0B3,TC,473,144,,144
HK_TLM_TINY,0x07F,TM,473,70,,70
CFDP_META,0x0B3,TC,474,144,,144
HK_TLM_TINY,0x07F,TM,474,70,,70
CFDP_META,0x0B3,TC,475,144,,144
HK_TLM_TINY,0x07F,TM,475,70,,70
CFDP_META,0x0B3,TC,476,144,,144
HK_TLM_TINY,0x07F,TM,476,70,,70
CFDP_META,0x0B3,TC,477,144,,144
HK_TLM_TINY,0x07F,TM,477,70,,70
CFDP_META,0x0B3,TC,478,144,,144
HK_TLM_TINY,0x07F,TM,478,70,,70
CFDP_META,0x0B3,TC,479,144,,144
HK_TLM_TINY,0x07F,TM,479,70,,70
CFDP_META,0x0B3,TC,480,144,,144
HK_TLM_TINY,0x07F,TM,480,70,,70
CFDP_META,0x0B3,TC,481,144,,144
HK_TLM_TINY,0x07F,TM,481,70,,70
CFDP_META,0x0B3,TC,482,144,,144
HK_TLM_TINY,0x07F,TM,482,70,,70
CFDP_META,0x0B3,TC,483,144,,144
HK_TLM_TINY,0x07F,TM,483,70,,70
CFDP_META,0x0B3,TC,484,144,,144
HK_TLM_TINY,0x07F,TM,484,70,,70
CFDP_META,0x0B3,TC,485,144,,144
HK_TLM_TINY,0x07F,TM,485,70,,70
CFDP_META,0x0B3,TC,486,144,,144
HK_TLM_TINY,0x07F,TM,486,70,,70
CFDP_META,0x0B3,TC,487,144,,144
HK_TLM_TINY,0x07F,TM,487,70,,70
CFDP_META,0x0B3,TC,488,144,,144
HK_TLM_TINY,0x07F,TM,488,70,,70
CFDP_META,0x0B3,TC,489,144,,144
HK_TLM_TINY,0x07F,TM,489,70,,70
CFDP_META,0x0B3,TC,490,144,,144
HK_TLM_TINY,0x07F,TM,490,70,,70
CFDP_META,0x0B3,TC,491,144,,144
HK_TLM_TINY,0x07F,TM,491,70,,70
CFDP_META,0x0B3,TC,492,144,,144
HK_TLM_TINY,0x07F,TM,492,70,,70
CFDP_META,0x0B3,TC,493,144,,144
HK_TLM_TINY,0x07F,TM,493,70,,70
CFDP_META,0x0B3,TC,494,144,,144
HK_TLM_TINY,0x07F,TM,494,70,,70
CFDP_META,0x0B3,TC,495,144,,144
HK_TLM_TINY,0x07F,TM,495,70,,70
CFDP_META,0x0B3,TC,496,144,,144
HK_TLM_TINY,0x07F,TM,496,70,,70
CFDP_META,0x0B3,TC,497,144,,144
HK_TLM_TINY,0x07F,TM,497,70,,70
CFDP_META,0x0B3,TC,498,144,,144
HK_TLM_TINY,0x07F,TM,498,70,,70
CFDP_META,0x0B3,TC,499,144,,144
HK_TLM_TINY,0x07F,TM,499,70,,70
